codigo_aeronave,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_aviacao,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,classificacao,tipo,localidade,uf,pais,quantidade_recomendacoes,aeronaves_envolvidas,dia,mes,ano,periodo_mes,dia_semana,periodo_semana,hora,periodo_dia
9089,2307,AVIÃO,AIR TRACTOR,AT-401,PISTÃO,1.0,2722,1.0,1991.0,BRASIL,AGRÍCOLA,OUTRA FASE,AGRÍCOLA,DESTRUÍDA,1,ACIDENTE,MANOBRAS A BAIXA ALTURA,CAMPO NOVO DO PARECIS,MT,BRASIL,0,1,26,3,2006,fim,6,fds,13,tarde
9090,3992,AVIÃO,BEECH AIRCRAFT,P35,PISTÃO,1.0,1418,4.0,1962.0,BRASIL,PARTICULAR,RETA FINAL,PRIVADA,DESTRUÍDA,2,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,NOVA MARINGÁ,MT,BRASIL,0,1,24,3,2006,fim,4,semana,15,tarde
9091,1648,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,1.0,3969,11.0,2001.0,BRASIL,ADMINISTRAÇÃO DIRETA,MANOBRA,POLICIAL,NENHUM,0,INCIDENTE GRAVE,COM PESSOAL EM VOO,LUZIÂNIA,GO,BRASIL,0,1,7,7,2006,inicio,4,semana,13,tarde
9092,4705,HELICÓPTERO,ROBINSON HELICOPTER,R44,TURBOEIXO,1.0,1088,4.0,2000.0,BRASIL,ESPECIALIZADA,DECOLAGEM,ESPECIALIZADA,SUBSTANCIAL,2,ACIDENTE,PERDA DE CONTROLE NO SOLO,BARUERI,SP,BRASIL,1,1,3,3,2006,inicio,4,semana,18,tarde
9092,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,TURBOEIXO,1.0,1088,4.0,2000.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,BRASÍLIA,DF,BRASIL,2,1,19,1,2012,meio,3,semana,21,noite
9093,3992,AVIÃO,LET AIRCRAFT INDUSTRIES,L410UVP-E20,TURBOÉLICE,2.0,6600,21.0,1991.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,19,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,RIO BONITO,RJ,BRASIL,23,1,31,3,2006,fim,4,semana,20,noite
9094,4923,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,0.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1,ACIDENTE,PERDA DE CONTROLE EM VOO,CAMPO NOVO DO PARECIS,MT,BRASIL,0,1,7,3,2006,inicio,1,semana,13,tarde
9097,3992,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,1993.0,BRASIL,PARTICULAR,INDETERMINADA,PRIVADA,DESTRUÍDA,1,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,TAIÓ,SC,BRASIL,7,1,31,3,2006,fim,4,semana,3,madrugada
9103,4138,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1450,5.0,1981.0,BRASIL,TÁXI AÉREO,NAVEGAÇÃO A BAIXA ALTURA,TÁXI AÉREO,DESTRUÍDA,3,ACIDENTE,FALHA DO MOTOR EM VOO,SÃO PAULO,SP,BRASIL,10,1,27,4,2006,fim,3,semana,17,tarde
9108,3980,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,TURBOÉLICE,2.0,16700,50.0,1990.0,BRASIL,REGULAR,POUSO,REGULAR,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,SÃO PAULO,SP,BRASIL,22,1,16,7,2007,meio,0,semana,15,tarde
9111,3992,AVIÃO,BEECH AIRCRAFT,V35B,PISTÃO,1.0,1542,6.0,1974.0,BRASIL,PARTICULAR,INDETERMINADA,PRIVADA,DESTRUÍDA,4,ACIDENTE,FALHA DO MOTOR EM VOO,ALTO ARAGUAIA,MT,BRASIL,7,1,8,5,2006,inicio,0,semana,13,tarde
9113,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,2005.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,VILA VELHA,ES,BRASIL,3,1,16,2,2006,meio,3,semana,11,manha
9113,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,2005.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,ITAMARAJU,BA,BRASIL,0,1,21,5,2014,fim,2,semana,18,tarde
9116,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,1995.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,1,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,MOGI DAS CRUZES,SP,BRASIL,2,1,5,5,2006,inicio,4,semana,13,tarde
9120,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1974.0,BRASIL,PARTICULAR,INDETERMINADA,PRIVADA,DESTRUÍDA,0,ACIDENTE,FOGO NO SOLO,COXIM,MS,BRASIL,0,1,9,3,2006,inicio,3,semana,13,tarde
9123,3992,AVIÃO,BEECH AIRCRAFT,C90,TURBOÉLICE,2.0,4377,8.0,1980.0,BRASIL,PARTICULAR,SUBIDA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,BRAGANÇA PAULISTA,SP,BRASIL,6,1,15,5,2006,meio,0,semana,10,manha
9129,4834,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,2.0,70000,184.0,2001.0,BRASIL,REGULAR,DESCIDA,REGULAR,NENHUM,0,INCIDENTE GRAVE,DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA,RIO DE JANEIRO,RJ,BRASIL,0,1,28,2,2014,fim,4,semana,19,noite
9138,3992,AVIÃO,PIPER AIRCRAFT,PA-28R-200,PISTÃO,1.0,1179,4.0,1972.0,BRASIL,PARTICULAR,SUBIDA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,ENVIRA,AM,BRASIL,0,1,24,2,2012,fim,4,semana,21,noite
9151,1378,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,PISTÃO,1.0,1633,7.0,1984.0,BRASIL,TÁXI AÉREO,INDETERMINADA,TÁXI AÉREO,DESTRUÍDA,0,ACIDENTE,OUTROS TIPOS,JUTAÍ,AM,BRASIL,0,1,6,7,2006,inicio,3,semana,16,tarde
9156,3966,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,2003.0,BRASIL,AGRÍCOLA,INDETERMINADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,IGREJA NOVA,AL,BRASIL,0,1,29,7,2006,fim,5,fds,19,noite
9160,3992,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,1999.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,SÃO PAULO,SP,BRASIL,5,1,10,8,2006,inicio,3,semana,0,madrugada
9163,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,1.0,1157,4.0,1985.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,WENCESLAU GUIMARÃES,BA,BRASIL,0,1,23,7,2006,fim,6,fds,16,tarde
9173,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1089,4.0,2000.0,BRASIL,PARTICULAR,INDETERMINADA,PRIVADA,LEVE,0,ACIDENTE,COLISÃO COM AERONAVE NO SOLO,SÃO PAULO,SP,BRASIL,1,1,4,9,2006,inicio,0,semana,12,manha
9174,167,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,2.0,1992.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,LEVE,0,ACIDENTE,FALHA DO MOTOR EM VOO,CAMPO MOURÃO,PR,BRASIL,0,1,25,9,2006,fim,0,semana,17,tarde
9175,644,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1989.0,BRASIL,TÁXI AÉREO,DECOLAGEM,TÁXI AÉREO,LEVE,0,ACIDENTE,COM TREM DE POUSO,BOA VISTA,RR,BRASIL,0,1,22,9,2006,fim,4,semana,18,tarde
9178,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155,6.0,1998.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COM TREM DE POUSO,PORTO ALEGRE,RS,BRASIL,7,1,11,1,2009,meio,6,fds,22,noite
9181,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711B,PISTÃO,1.0,1248,4.0,1979.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,BAGRE,PA,BRASIL,1,1,14,8,2006,meio,0,semana,13,tarde
9182,3992,AVIÃO,CESSNA AIRCRAFT,310Q,PISTÃO,2.0,2404,6.0,1974.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,SÃO MIGUEL DO TAPUIO,PI,BRASIL,0,1,4,9,2006,inicio,0,semana,14,tarde
9184,5009,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-320,TURBOÉLICE,2.0,16900,50.0,1988.0,BRASIL,REGULAR,CRUZEIRO,REGULAR,NENHUM,0,INCIDENTE GRAVE,PERDA DE CONTROLE EM VOO,BELO HORIZONTE,MG,BRASIL,0,1,19,11,2011,meio,5,fds,14,tarde
9185,3279,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PISTÃO,1.0,1542,7.0,1976.0,BRASIL,TÁXI AÉREO,INDETERMINADA,TÁXI AÉREO,DESTRUÍDA,3,ACIDENTE,PERDA DE COMPONENTE EM VOO,PINHEIRO,MA,BRASIL,5,1,2,10,2006,inicio,0,semana,20,noite
9186,5106,AVIÃO,MCDONNELL DOUGLAS,MD-11,JATO,3.0,280320,301.0,1993.0,BRASIL,REGULAR,CORRIDA APÓS POUSO,REGULAR,SUBSTANCIAL,0,ACIDENTE,COM TREM DE POUSO,BRASÍLIA,DF,BRASIL,0,1,16,6,2006,meio,4,semana,13,tarde
9191,3992,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2.0,2155,6.0,1984.0,BRASIL,PARTICULAR,POUSO,PRIVADA,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,GOIÂNIA,GO,BRASIL,0,1,19,11,2006,meio,6,fds,15,tarde
9192,3992,HELICÓPTERO,BELL HELICOPTER,206L-3,TURBOEIXO,1.0,1882,7.0,1992.0,BRASIL,PARTICULAR,POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,SÃO PAULO,SP,BRASIL,4,1,22,10,2006,fim,6,fds,19,noite
9194,149,AVIÃO,AERO BOERO,AB-180,PISTÃO,1.0,844,2.0,1992.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,VACARIA,RS,BRASIL,0,1,8,11,2006,inicio,2,semana,16,tarde
9195,4823,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1997.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,RIO GRANDE,RS,BRASIL,0,1,23,11,2006,fim,3,semana,10,manha
9196,3733,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,1.0,2250,6.0,1996.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,DESTRUÍDA,0,ACIDENTE,PERDA DE CONTROLE EM VOO,GOIÂNIA,GO,BRASIL,0,1,16,11,2006,meio,3,semana,12,manha
9199,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,1997.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,LENÇÓIS PAULISTA,SP,BRASIL,2,1,1,5,2012,inicio,1,semana,17,tarde
9199,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,1997.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,IBIÚNA,SP,BRASIL,7,1,19,11,2006,meio,6,fds,17,tarde
9202,153,AVIÃO,CESSNA AIRCRAFT,150L,PISTÃO,1.0,725,2.0,1973.0,BRASIL,INSTRUÇÃO,OUTRA FASE,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,CORTE INVOLUNTÁRIO DO MOTOR,BAURU,SP,BRASIL,1,1,25,11,2006,fim,5,fds,16,tarde
9202,5397,AVIÃO,CESSNA AIRCRAFT,150L,PISTÃO,1.0,725,2.0,1973.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PANE SECA,ATIBAIA,SP,BRASIL,0,1,2,3,2014,inicio,6,fds,16,tarde
9204,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1974.0,BRASIL,PARTICULAR,INDETERMINADA,PRIVADA,DESTRUÍDA,0,ACIDENTE,OUTROS TIPOS,SÃO GABRIEL DO OESTE,MS,BRASIL,0,1,14,11,2006,meio,1,semana,17,tarde
9208,308,AVIÃO,AEROMOT,AMT-600,PISTÃO,1.0,900,2.0,2005.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,LEVE,0,ACIDENTE,FALHA DO MOTOR EM VOO,RIO DE JANEIRO,RJ,BRASIL,0,1,19,12,2006,meio,1,semana,18,tarde
9209,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1986.0,BRASIL,PARTICULAR,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,DESTRUÍDA,1,ACIDENTE,PERDA DE CONTROLE EM VOO,SORRISO,MT,BRASIL,0,1,11,12,2006,meio,0,semana,17,tarde
9210,102,AVIÃO,AIR TRACTOR,AT-502,TURBOÉLICE,1.0,3629,1.0,1991.0,BRASIL,AGRÍCOLA,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,MARABÁ,PA,BRASIL,0,1,9,12,2006,inicio,5,fds,20,noite
9212,3896,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621,2.0,2005.0,BRASIL,INSTRUÇÃO,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,RIO DE JANEIRO,RJ,BRASIL,0,1,30,1,2012,fim,0,semana,13,tarde
9215,4531,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1997.0,BRASIL,ESPECIALIZADA,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,0,ACIDENTE,MANOBRAS A BAIXA ALTURA,MOGI GUAÇU,SP,BRASIL,2,1,7,1,2007,inicio,6,fds,11,manha
9216,3992,AVIÃO,BEECH AIRCRAFT,A36,PISTÃO,1.0,1633,6.0,1986.0,BRASIL,PARTICULAR,APROXIMAÇÃO FINAL,PRIVADA,DESTRUÍDA,2,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,LONDRINA,PR,BRASIL,1,1,19,1,2007,meio,4,semana,12,manha
9218,3992,AVIÃO,RAYTHEON AIRCRAFT,400A,JATO,2.0,7318,11.0,2006.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,NENHUM,1,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,APUCARANA,PR,BRASIL,0,1,26,11,2006,fim,6,fds,18,tarde
9218,3259,AVIÃO,RAYTHEON AIRCRAFT,400A,JATO,2.0,7318,11.0,2006.0,BRASIL,TÁXI AÉREO,DECOLAGEM,TÁXI AÉREO,LEVE,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,APUCARANA,PR,BRASIL,1,1,26,1,2007,fim,4,semana,18,tarde
9219,3737,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1983.0,BRASIL,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,DESTRUÍDA,2,ACIDENTE,PERDA DE CONTROLE EM VOO,MOSTARDAS,RS,BRASIL,0,1,30,12,2006,fim,5,fds,13,tarde
9220,3992,AVIÃO,CESSNA AIRCRAFT,182N,PISTÃO,1.0,1338,4.0,1970.0,BRASIL,PARTICULAR,INDETERMINADA,PRIVADA,DESTRUÍDA,3,ACIDENTE,FALHA DO MOTOR EM VOO,IMPERATRIZ,MA,BRASIL,2,1,27,1,2007,fim,5,fds,11,manha
9221,469,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,PISTÃO,1.0,1800,1.0,1976.0,BRASIL,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA,AGRÍCOLA,DESTRUÍDA,1,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,FORMOSA DO RIO PRETO,BA,BRASIL,6,1,31,1,2007,fim,2,semana,9,manha
9228,970,AVIÃO,TWIN COMMANDER,500-S,PISTÃO,2.0,3062,8.0,1972.0,BRASIL,TÁXI AÉREO,DESCIDA,TÁXI AÉREO,DESTRUÍDA,4,ACIDENTE,FALHA DO MOTOR EM VOO,SÃO SEBASTIÃO DO PASSÉ,BA,BRASIL,10,1,14,3,2007,meio,2,semana,16,tarde
9229,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,PISTÃO,1.0,1361,4.0,1976.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,DESTRUÍDA,2,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,COXIM,MS,BRASIL,0,1,28,3,2007,fim,2,semana,17,tarde
9231,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2006.0,BRASIL,PARTICULAR,ARREMETIDA NO AR,PRIVADA,DESTRUÍDA,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,RAPOSA,MA,BRASIL,0,1,31,3,2007,fim,5,fds,20,noite
9232,3984,AVIÃO,CESSNA AIRCRAFT,U206F,PISTÃO,1.0,1633,6.0,1974.0,BRASIL,TÁXI AÉREO,INDETERMINADA,TÁXI AÉREO,DESTRUÍDA,2,ACIDENTE,FALHA DO MOTOR EM VOO,CARACARAÍ,RR,BRASIL,2,1,31,3,2007,fim,5,fds,17,tarde
9233,3992,AVIÃO,CESSNA AIRCRAFT,210R,PISTÃO,1.0,1746,6.0,1985.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,0,ACIDENTE,FALHA DO MOTOR EM VOO,GOIÂNIA,GO,BRASIL,0,1,4,4,2007,inicio,2,semana,14,tarde
9235,4148,HELICÓPTERO,HELIBRAS,AS 350 BA,TURBOEIXO,1.0,2100,6.0,1986.0,BRASIL,ADMINISTRAÇÃO DIRETA,MANOBRA,POLICIAL,DESTRUÍDA,6,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,COLATINA,ES,BRASIL,15,1,16,4,2007,meio,0,semana,6,manha
9236,13,AVIÃO,EMBRAER,EMB-820C CARAJA,TURBOÉLICE,2.0,3629,10.0,1986.0,BRASIL,TÁXI AÉREO,APROXIMAÇÃO FINAL,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,LENÇÓIS,BA,BRASIL,5,1,11,4,2007,meio,2,semana,10,manha
9237,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1993.0,BRASIL,PARTICULAR,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,CORURIPE,AL,BRASIL,0,1,1,2,2007,inicio,3,semana,8,manha
9242,49,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1981.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,POUSO SEM TREM,IRECÊ,BA,BRASIL,0,1,15,1,2007,meio,0,semana,20,noite
9244,2327,AVIÃO,BOEING COMPANY,737-322,JATO,2.0,61234,148.0,1988.0,BRASIL,REGULAR,INDETERMINADA,REGULAR,NENHUM,0,INCIDENTE GRAVE,POUSO LONGO,FORTALEZA,CE,BRASIL,14,1,21,4,2007,fim,5,fds,8,manha
9245,2532,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1968.0,BRASIL,TÁXI AÉREO,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0,ACIDENTE,FALHA DO MOTOR EM VOO,POLONI,SP,BRASIL,4,1,26,4,2007,fim,3,semana,12,manha
9246,160,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PISTÃO,1.0,660,2.0,1963.0,BRASIL,INSTRUÇÃO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRAGANÇA PAULISTA,SP,BRASIL,0,1,5,5,2007,inicio,5,fds,16,tarde
9246,160,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PISTÃO,1.0,660,2.0,1963.0,BRASIL,INSTRUÇÃO,POUSO,INSTRUÇÃO,LEVE,0,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,BRAGANÇA PAULISTA,SP,BRASIL,4,1,11,4,2012,meio,2,semana,12,manha
9247,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1975,6.0,0.0,BRASIL,PARTICULAR,SUBIDA,PRIVADA,DESTRUÍDA,0,ACIDENTE,FALHA DO MOTOR EM VOO,ANÁPOLIS,GO,BRASIL,15,1,17,5,2007,meio,3,semana,10,manha
9248,3992,AVIÃO,BEECH AIRCRAFT,A36,PISTÃO,1.0,1633,6.0,1971.0,BRASIL,PARTICULAR,DESCIDA,PRIVADA,DESTRUÍDA,0,ACIDENTE,FALHA DO MOTOR EM VOO,LUÍS EDUARDO MAGALHÃES,BA,BRASIL,7,1,7,3,2007,inicio,2,semana,20,noite
9249,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1998.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,DESTRUÍDA,0,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,IPUÃ,SP,BRASIL,1,1,11,4,2007,meio,2,semana,12,manha
9250,3992,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2.0,2155,7.0,1989.0,BRASIL,PARTICULAR,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,2,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,GUARATINGUETÁ,SP,BRASIL,3,1,15,5,2007,meio,1,semana,11,manha
9251,3992,HELICÓPTERO,HELIBRAS,AS 350 BA,TURBOEIXO,1.0,2100,6.0,1995.0,BRASIL,PARTICULAR,CRUZEIRO,PRIVADA,LEVE,0,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,RIO CLARO,RJ,BRASIL,0,1,22,12,2006,fim,4,semana,18,tarde
9257,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,1.0,1088,4.0,1995.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,ACIDENTE,PERDA DE CONTROLE EM VOO,ARUJÁ,SP,BRASIL,0,1,15,6,2007,meio,4,semana,16,tarde
9258,204,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,IPE-02B,SEM TRAÇÃO,0.0,565,2.0,1988.0,BRASIL,INSTRUÇÃO,INDETERMINADA,INSTRUÇÃO,DESTRUÍDA,2,ACIDENTE,PERDA DE CONTROLE EM VOO,ITÁPOLIS,SP,BRASIL,9,1,15,6,2007,meio,4,semana,16,tarde
9267,576,HELICÓPTERO,BELL HELICOPTER,430,TURBOEIXO,2.0,4218,8.0,1997.0,BRASIL,TÁXI AÉREO,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,0,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,SÃO JOSÉ DOS CAMPOS,SP,BRASIL,0,1,27,4,2007,fim,4,semana,17,tarde
9268,1034,AVIÃO,BOEING COMPANY,737-3S3,JATO,2.0,62142,156.0,1987.0,BRASIL,REGULAR,INDETERMINADA,REGULAR,NENHUM,0,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,SALVADOR,BA,BRASIL,0,1,19,3,2007,meio,0,semana,17,tarde
9270,1058,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1980.0,BRASIL,TÁXI AÉREO,INDETERMINADA,TÁXI AÉREO,LEVE,0,ACIDENTE,COLISÃO COM PÁSSARO,JUNDIAÍ,SP,BRASIL,0,1,1,7,2007,inicio,6,fds,3,madrugada
9270,1058,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073,7.0,1980.0,BRASIL,TÁXI AÉREO,POUSO,TÁXI AÉREO,SUBSTANCIAL,0,INCIDENTE GRAVE,COM TREM DE POUSO,CACHOEIRO DE ITAPEMIRIM,ES,BRASIL,0,1,31,8,2013,fim,5,fds,13,tarde
9271,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1993.0,BRASIL,PARTICULAR,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0,ACIDENTE,POUSO LONGO,BARÃO DE MELGAÇO,MT,BRASIL,0,1,15,6,2007,meio,4,semana,11,manha
9276,3992,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1725,6.0,1984.0,BRASIL,PARTICULAR,DECOLAGEM,PRIVADA,DESTRUÍDA,1,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,NOVO PROGRESSO,PA,BRASIL,0,1,11,7,2007,meio,2,semana,10,manha
9277,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1984.0,BRASIL,AGRÍCOLA,INDETERMINADA,AGRÍCOLA,DESTRUÍDA,1,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,SANTA LUZIA,MA,BRASIL,0,1,23,3,2015,fim,0,semana,20,noite
